image_id,split,label,EAR,MAR,Circularity,MOE
train_9636,train,not_drowsy,0.3615,0.8996,0.6025,2.4882
train_8328,train,not_drowsy,0.3722,0.8371,0.591,2.2491
train_9531,train,not_drowsy,0.3754,0.8251,0.5937,2.1978
train_2616,train,not_drowsy,0.4688,1.2203,0.607,2.6033
train_4842,train,not_drowsy,0.4078,0.9777,0.5792,2.3978
train_5201,train,not_drowsy,0.4894,1.2476,0.5694,2.5491
train_3109,train,not_drowsy,0.3935,0.7891,0.5888,2.0052
train_4776,train,not_drowsy,0.4248,1.1453,0.5897,2.6961
train_6957,train,not_drowsy,0.4058,0.9764,0.578,2.4062
train_7532,train,not_drowsy,0.4085,1.0332,0.6008,2.5294
train_6791,train,not_drowsy,0.3345,0.7975,0.4899,2.3842
train_7529,train,not_drowsy,0.291,1.1087,0.4578,3.8093
train_1743,train,not_drowsy,0.3274,0.9856,0.4859,3.0101
train_9747,train,not_drowsy,0.2851,1.0441,0.5902,3.6629
train_1498,train,not_drowsy,0.2438,1.0253,0.5621,4.2049
train_6851,train,not_drowsy,0.4164,1.085,0.6099,2.6056
train_2261,train,not_drowsy,0.3027,0.9101,0.485,3.0064
train_6444,train,not_drowsy,0.3657,1.2606,0.5677,3.4471
train_7576,train,not_drowsy,0.3283,0.9435,0.4917,2.8741
train_9400,train,not_drowsy,0.317,0.947,0.4606,2.9877
train_3081,train,not_drowsy,0.2689,1.1266,0.5433,4.1893
train_3263,train,not_drowsy,0.3712,1.187,0.5902,3.1977
train_4716,train,not_drowsy,0.3943,0.9934,0.5437,2.5191
train_9034,train,not_drowsy,0.3021,1.1162,0.5106,3.695
train_7598,train,not_drowsy,0.4298,1.199,0.5771,2.7893
train_6269,train,not_drowsy,0.4949,1.3772,0.4755,2.7829
train_7969,train,not_drowsy,0.8018,1.2124,0.6592,1.5121
train_1244,train,not_drowsy,0.6658,1.2354,0.6296,1.8554
train_917,train,not_drowsy,0.4195,1.3708,0.5433,3.2673
train_5546,train,not_drowsy,0.5034,0.9764,0.7006,1.9396
train_4536,train,not_drowsy,0.4239,1.3664,0.5487,3.2231
train_3376,train,not_drowsy,0.3991,1.0347,0.5352,2.5928
train_8362,train,not_drowsy,0.3581,0.9123,0.5276,2.5475
train_8701,train,not_drowsy,0.2515,1.0238,0.5043,4.0711
train_6787,train,not_drowsy,0.3863,1.0075,0.5598,2.6079
train_2693,train,not_drowsy,0.3579,0.9107,0.5282,2.5447
train_759,train,not_drowsy,0.4915,0.7982,0.798,1.6239
train_4515,train,not_drowsy,0.4075,0.9643,0.5717,2.3665
train_4124,train,not_drowsy,0.3614,0.9826,0.5742,2.7189
train_927,train,not_drowsy,0.3333,1.2661,0.4996,3.7991
train_1666,train,not_drowsy,0.3338,1.2615,0.5003,3.7787
train_6807,train,not_drowsy,0.3716,1.0685,0.5858,2.8753
train_7892,train,not_drowsy,0.3828,0.7775,0.6125,2.0311
train_8732,train,not_drowsy,0.3572,0.9435,0.5059,2.6416
train_8870,train,not_drowsy,0.2989,0.9276,0.4906,3.1036
train_2306,train,not_drowsy,0.2469,1.088,0.4982,4.4068
train_2281,train,not_drowsy,0.2608,1.0678,0.504,4.0945
train_9437,train,not_drowsy,0.3515,0.8722,0.4773,2.4815
train_3176,train,not_drowsy,0.328,1.1014,0.533,3.3578
train_2119,train,not_drowsy,0.3792,1.3806,0.5046,3.641
train_3616,train,not_drowsy,0.2945,1.092,0.4286,3.7078
train_6599,train,not_drowsy,0.4439,1.1242,0.6595,2.5327
train_6968,train,not_drowsy,0.4401,1.1608,0.6638,2.6376
train_6425,train,not_drowsy,0.4196,1.3044,0.6071,3.1085
train_8137,train,not_drowsy,0.4045,1.2271,0.671,3.0335
train_7932,train,not_drowsy,0.3455,0.6977,0.5093,2.0191
train_3988,train,not_drowsy,0.3443,0.6975,0.5078,2.0255
train_6743,train,not_drowsy,0.3977,1.1924,0.5884,2.9986
train_1508,train,not_drowsy,0.4069,0.734,0.5643,1.8037
train_3397,train,not_drowsy,0.3942,1.0302,0.6026,2.6133
train_5907,train,not_drowsy,0.3649,1.0473,0.5257,2.87
train_7116,train,not_drowsy,0.4187,0.7116,0.5693,1.6995
train_3431,train,not_drowsy,0.4144,0.7204,0.5602,1.7384
train_5,train,not_drowsy,0.418,0.7115,0.5689,1.702
train_5211,train,not_drowsy,0.3943,1.0135,0.6052,2.5702
train_9995,train,not_drowsy,0.1228,0.8095,0.3408,6.5938
train_1718,train,not_drowsy,0.1128,0.8307,0.3547,7.3652
train_9052,train,not_drowsy,0.1178,0.8299,0.3656,7.0453
train_8836,train,not_drowsy,0.1231,0.8081,0.3404,6.5621
train_3338,train,not_drowsy,0.3566,1.0559,0.5702,2.9608
train_2884,train,not_drowsy,0.383,1.121,0.5532,2.9268
train_8044,train,not_drowsy,0.2006,0.8022,0.3681,3.998
train_4855,train,not_drowsy,0.378,1.1293,0.5585,2.9879
train_458,train,not_drowsy,0.2175,0.8576,0.4003,3.9435
train_1582,train,not_drowsy,0.217,0.87,0.4054,4.0093
train_3833,train,not_drowsy,0.1838,0.9773,0.4216,5.3184
train_884,train,not_drowsy,0.2174,0.8572,0.4003,3.9424
train_7216,train,not_drowsy,0.3337,1.1284,0.5058,3.3813
train_2899,train,not_drowsy,0.3388,1.1553,0.5234,3.4094
train_132,train,not_drowsy,0.4976,1.0493,0.6589,2.1087
train_1436,train,not_drowsy,0.2663,0.7342,0.4399,2.7577
train_7569,train,not_drowsy,0.2614,0.8639,0.5066,3.3046
train_3810,train,not_drowsy,0.267,0.735,0.4398,2.7528
train_624,train,not_drowsy,0.3824,0.9809,0.6317,2.5654
train_8794,train,not_drowsy,0.2666,0.7332,0.4315,2.7506
train_6339,train,not_drowsy,0.3902,0.7777,0.531,1.9932
train_3012,train,not_drowsy,0.3793,0.9943,0.6424,2.6212
train_2596,train,not_drowsy,0.221,1.1412,0.4161,5.163
train_901,train,not_drowsy,0.3841,0.9858,0.4895,2.5665
train_5401,train,not_drowsy,0.2323,1.0564,0.4685,4.5484
train_1951,train,not_drowsy,0.4623,0.9304,0.6103,2.0127
train_7245,train,not_drowsy,0.4372,1.01,0.6001,2.3102
train_2001,train,not_drowsy,0.2326,0.7105,0.4099,3.0553
train_3593,train,not_drowsy,0.3864,0.9792,0.5684,2.5342
train_276,train,not_drowsy,0.2695,0.7247,0.4481,2.6893
train_7899,train,not_drowsy,0.2178,1.2059,0.459,5.5356
train_2389,train,not_drowsy,0.4165,1.0035,0.6073,2.4093
train_2261,train,not_drowsy,0.4012,0.9899,0.5997,2.4677
train_476,train,not_drowsy,0.28,1.1601,0.4695,4.144
train_6566,train,not_drowsy,0.3872,1.0388,0.4466,2.683
train_8077,train,not_drowsy,0.4396,1.1571,0.6049,2.6321
train_7754,train,not_drowsy,0.2748,0.7839,0.4407,2.8526
train_4995,train,not_drowsy,0.5758,0.8419,0.4796,1.4623
train_8077,train,not_drowsy,0.4396,1.1571,0.6049,2.6321
train_9132,train,not_drowsy,0.6509,0.8164,0.4588,1.2542
train_1724,train,not_drowsy,0.3579,1.1814,0.4957,3.3006
train_5459,train,not_drowsy,0.2514,0.7921,0.4151,3.15
train_8355,train,not_drowsy,0.3297,1.0176,0.4792,3.0863
train_3398,train,not_drowsy,0.2476,0.8033,0.4026,3.2441
train_5189,train,not_drowsy,0.2463,0.8014,0.4022,3.2533
train_1090,train,not_drowsy,0.406,1.0216,0.6204,2.5163
train_7133,train,not_drowsy,0.3973,0.8043,0.6081,2.0246
train_3052,train,not_drowsy,0.3945,0.8107,0.6058,2.0548
train_1954,train,not_drowsy,0.2579,0.9009,0.4339,3.4931
train_142,train,not_drowsy,0.5131,1.0997,0.6751,2.1432
train_2542,train,not_drowsy,0.2331,0.7817,0.3894,3.3535
train_9661,train,not_drowsy,0.2538,0.7959,0.4141,3.1364
train_1959,train,not_drowsy,0.2567,0.8461,0.4093,3.2964
train_5521,train,not_drowsy,0.4048,0.7061,0.4868,1.7443
train_3413,train,not_drowsy,0.2567,0.8459,0.4098,3.2955
train_5291,train,not_drowsy,0.4815,1.1669,0.5006,2.4236
train_6591,train,not_drowsy,0.4685,1.2392,0.4739,2.6447
train_3690,train,not_drowsy,0.1139,0.9288,0.3382,8.1563
train_5546,train,not_drowsy,0.4593,1.2412,0.4731,2.7025
train_3329,train,not_drowsy,0.424,0.759,0.6009,1.79
train_2869,train,not_drowsy,0.4309,1.2188,0.5498,2.8287
train_5618,train,not_drowsy,0.3625,1.2508,0.5466,3.4509
train_8480,train,not_drowsy,0.4372,0.8255,0.6155,1.888
train_3411,train,not_drowsy,0.4236,0.7609,0.6003,1.7962
train_566,train,not_drowsy,0.5219,0.9699,0.6314,1.8584
train_3648,train,not_drowsy,0.4161,0.7566,0.5782,1.8182
train_2588,train,not_drowsy,0.4386,0.9847,0.6517,2.2454
train_1951,train,not_drowsy,0.4089,0.7396,0.5712,1.8086
train_42,train,not_drowsy,0.3902,1.1257,0.5612,2.8848
train_3202,train,not_drowsy,0.4571,0.9204,0.6877,2.0138
train_5866,train,not_drowsy,0.1801,0.8825,0.3845,4.9011
train_5604,train,not_drowsy,0.3866,1.0891,0.5505,2.8169
train_6236,train,not_drowsy,0.3976,0.7414,0.5626,1.8647
train_9140,train,not_drowsy,0.3766,0.8854,0.5352,2.351
train_1761,train,not_drowsy,0.3972,1.046,0.5578,2.6334
train_8173,train,not_drowsy,0.3764,0.8861,0.5346,2.354
train_4259,train,not_drowsy,0.4144,0.8868,0.6009,2.1402
train_952,train,not_drowsy,0.585,1.0816,0.7157,1.8488
train_2113,train,not_drowsy,0.3552,0.7506,0.5207,2.1133
train_9196,train,not_drowsy,0.3471,0.6991,0.4974,2.0144
train_7607,train,not_drowsy,0.3528,0.6857,0.514,1.9436
train_3404,train,not_drowsy,0.4813,1.0293,0.6381,2.1385
train_3648,train,not_drowsy,0.3132,0.8526,0.4561,2.7222
train_7094,train,not_drowsy,0.4832,1.088,0.6523,2.2514
train_4346,train,not_drowsy,0.3128,0.8485,0.4555,2.7129
train_6963,train,not_drowsy,0.4875,1.0761,0.648,2.2076
train_7744,train,not_drowsy,0.4012,0.7123,0.5706,1.7752
train_8455,train,not_drowsy,0.3885,0.6723,0.5517,1.7307
train_2596,train,not_drowsy,0.1806,0.7933,0.3543,4.3933
train_321,train,not_drowsy,0.3659,0.9528,0.5333,2.6042
train_6064,train,not_drowsy,0.389,0.6751,0.5529,1.7355
train_832,train,not_drowsy,0.3727,0.9464,0.5435,2.5394
train_5712,train,not_drowsy,0.405,0.9695,0.6095,2.3939
train_2955,train,not_drowsy,0.3128,0.6387,0.5773,2.0416
train_9954,train,not_drowsy,0.3595,0.73,0.5165,2.0308
train_1910,train,not_drowsy,0.3017,0.6447,0.5788,2.137
train_9152,train,not_drowsy,0.3711,0.7278,0.528,1.9609
train_436,train,not_drowsy,0.2247,0.8295,0.4999,3.6908
train_5868,train,not_drowsy,0.4833,0.9703,0.6611,2.0077
train_7290,train,not_drowsy,0.2706,0.7112,0.5422,2.6278
train_2052,train,not_drowsy,0.3308,0.8601,0.4808,2.6001
train_4918,train,not_drowsy,0.2675,0.8604,0.4026,3.217
train_4985,train,not_drowsy,0.4882,1.2704,0.5309,2.602
train_2796,train,not_drowsy,0.3312,0.8544,0.4823,2.5796
train_4379,train,not_drowsy,0.4086,0.8162,0.6246,1.9977
train_6165,train,not_drowsy,0.4397,0.8628,0.6791,1.9622
train_3318,train,not_drowsy,0.411,0.8158,0.6265,1.9847
train_1773,train,not_drowsy,0.3361,0.9375,0.5854,2.7892
train_5744,train,not_drowsy,0.2359,0.8177,0.4746,3.4659
train_3342,train,not_drowsy,0.3823,1.3204,0.6194,3.4537
train_9822,train,not_drowsy,0.2657,0.8628,0.4333,3.2469
train_5271,train,not_drowsy,0.5724,1.3322,0.5224,2.3272
train_3222,train,not_drowsy,0.2635,0.8615,0.4304,3.2696
train_1992,train,not_drowsy,0.4232,1.1282,0.6633,2.6657
train_9913,train,not_drowsy,0.089,1.0628,0.3559,11.9453
train_8176,train,not_drowsy,0.2401,0.8961,0.5005,3.732
train_8210,train,not_drowsy,0.4215,1.1142,0.6337,2.6437
train_1349,train,not_drowsy,0.2305,0.8937,0.5074,3.8777
train_3717,train,not_drowsy,0.3645,0.9867,0.5759,2.7074
train_5230,train,not_drowsy,0.1518,1.2602,0.39,8.304
train_8666,train,not_drowsy,0.3975,1.3506,0.6465,3.3979
train_1640,train,not_drowsy,0.1503,1.2531,0.3867,8.3354
train_652,train,not_drowsy,0.1375,0.959,0.3422,6.9761
train_6178,train,not_drowsy,0.2428,1.3755,0.5091,5.6646
train_2246,train,not_drowsy,0.1505,1.2519,0.3866,8.3204
train_3906,train,not_drowsy,0.2388,0.99,0.5296,4.1452
train_935,train,not_drowsy,0.2807,0.9978,0.5289,3.5552
train_8637,train,not_drowsy,0.3426,0.8915,0.5668,2.6024
train_8278,train,not_drowsy,0.3052,0.8547,0.537,2.8004
train_8236,train,not_drowsy,0.3403,0.8897,0.5648,2.6148
train_2433,train,not_drowsy,0.2715,0.9763,0.4995,3.5957
train_540,train,not_drowsy,0.3243,0.9525,0.5705,2.9373
train_9013,train,not_drowsy,0.3739,1.014,0.5993,2.7117
train_660,train,not_drowsy,0.3848,1.0357,0.6002,2.6913
train_8827,train,not_drowsy,0.2949,1.2702,0.5788,4.308
train_3636,train,not_drowsy,0.1915,0.9285,0.3447,4.8481
train_1518,train,not_drowsy,0.3729,0.968,0.6144,2.5956
train_2810,train,not_drowsy,0.3733,0.9659,0.6154,2.5873
train_6203,train,not_drowsy,0.4151,1.0784,0.5925,2.5977
train_3396,train,not_drowsy,0.3861,0.9777,0.5939,2.5323
train_3534,train,not_drowsy,0.1865,0.7422,0.4332,3.9793
train_7286,train,not_drowsy,0.2036,1.0243,0.3109,5.0306
train_8773,train,not_drowsy,0.3956,0.9251,0.6826,2.3387
train_6253,train,not_drowsy,0.3922,0.9673,0.6288,2.4665
train_2670,train,not_drowsy,0.3728,1.0724,0.5989,2.8764
train_7049,train,not_drowsy,0.1139,0.8636,0.3821,7.579
train_7257,train,not_drowsy,0.4427,0.8596,0.6676,1.9419
train_4303,train,not_drowsy,0.2717,0.9426,0.45,3.4687
train_1587,train,not_drowsy,0.4727,1.1394,0.6409,2.4107
train_7222,train,not_drowsy,0.4551,1.0718,0.6281,2.3548
train_6319,train,not_drowsy,0.4768,1.183,0.6405,2.481
train_8283,train,not_drowsy,0.1616,0.8834,0.4024,5.4665
train_9261,train,not_drowsy,0.4842,0.9027,0.6676,1.8641
train_4068,train,not_drowsy,0.4756,1.0851,0.6458,2.2817
train_9010,train,not_drowsy,0.3771,0.9774,0.559,2.5919
train_7732,train,not_drowsy,0.3772,0.977,0.5577,2.5904
train_1038,train,not_drowsy,0.4706,1.1551,0.6321,2.4542
train_4228,train,not_drowsy,0.4969,0.7255,0.5844,1.4601
train_8497,train,not_drowsy,0.5687,0.697,0.4908,1.2256
train_9419,train,not_drowsy,0.5787,0.6969,0.6358,1.2043
train_615,train,not_drowsy,0.4886,0.7054,0.4709,1.4435
train_5824,train,not_drowsy,0.483,0.7071,0.4679,1.4641
train_3524,train,not_drowsy,0.3194,0.7133,0.4931,2.2334
train_7431,train,not_drowsy,0.3103,0.7042,0.4907,2.2697
train_5865,train,not_drowsy,0.3413,0.8553,0.4926,2.5055
train_7972,train,not_drowsy,0.2802,0.8781,0.4682,3.1336
train_9417,train,not_drowsy,0.3105,0.8482,0.4809,2.7314
train_7396,train,not_drowsy,0.2789,0.877,0.4686,3.1445
train_3495,train,not_drowsy,0.5005,1.2633,0.5711,2.5239
train_4165,train,not_drowsy,0.259,0.8256,0.4261,3.1881
train_5623,train,not_drowsy,0.2772,0.8527,0.4599,3.0759
train_4461,train,not_drowsy,0.2783,0.8195,0.4545,2.9442
train_6101,train,not_drowsy,0.4333,0.9083,0.6509,2.0961
train_8985,train,not_drowsy,0.4339,0.9102,0.6515,2.0978
train_5824,train,not_drowsy,0.6059,1.1237,0.2814,1.8547
train_109,train,not_drowsy,0.2461,0.8247,0.4221,3.3508
train_5971,train,not_drowsy,0.2447,0.8294,0.4213,3.3894
train_3790,train,not_drowsy,0.4864,0.9045,0.681,1.8597
train_5768,train,not_drowsy,0.5299,1.106,0.7574,2.0871
train_5756,train,not_drowsy,0.4866,1.1482,0.644,2.3595
train_4732,train,not_drowsy,0.3097,0.8333,0.4568,2.691
train_4673,train,not_drowsy,0.2506,0.8809,0.4284,3.5151
train_1028,train,not_drowsy,0.2083,0.7865,0.4062,3.7761
train_2619,train,not_drowsy,0.2107,0.7928,0.4089,3.7637
train_5285,train,not_drowsy,0.451,0.6786,0.6762,1.5045
train_489,train,not_drowsy,0.2372,0.9195,0.4332,3.8762
train_3107,train,not_drowsy,0.3543,0.8918,0.5263,2.5169
train_7367,train,not_drowsy,0.2361,0.9209,0.4323,3.901
train_3086,train,not_drowsy,0.223,0.9106,0.4154,4.0825
train_9627,train,not_drowsy,0.4588,0.8697,0.6936,1.8957
train_4864,train,not_drowsy,0.462,0.8613,0.6959,1.8644
train_3672,train,not_drowsy,0.2166,0.8507,0.4267,3.9276
train_6471,train,not_drowsy,0.1952,0.8314,0.4014,4.2603
train_7526,train,not_drowsy,0.2003,0.8843,0.3998,4.4152
train_2902,train,not_drowsy,0.3022,0.7152,0.5102,2.3662
train_3770,train,not_drowsy,0.1977,0.8853,0.3985,4.4783
train_6098,train,not_drowsy,0.2391,0.7496,0.4364,3.1353
train_9540,train,not_drowsy,0.2197,0.64,0.4245,2.9124
train_7870,train,not_drowsy,0.2292,0.7359,0.4304,3.2108
train_3515,train,not_drowsy,0.2295,0.7359,0.429,3.2061
train_4889,train,not_drowsy,0.2935,0.6834,0.4704,2.3281
train_6420,train,not_drowsy,0.2086,0.7194,0.4277,3.4485
train_8245,train,not_drowsy,0.2947,0.7929,0.4571,2.6908
train_9688,train,not_drowsy,0.0424,0.8897,0.3254,20.9987
train_7545,train,not_drowsy,0.2792,0.95,0.4764,3.4024
train_3114,train,not_drowsy,0.2762,0.9098,0.4755,3.294
train_5026,train,not_drowsy,0.2816,0.9429,0.4782,3.3486
train_1767,train,not_drowsy,0.2825,1.0094,0.4842,3.5724
train_8451,train,not_drowsy,0.2219,0.9954,0.626,4.4863
train_8955,train,not_drowsy,0.4089,0.907,0.6131,2.2179
train_3526,train,not_drowsy,0.2841,1.0064,0.4846,3.5421
train_1807,train,not_drowsy,0.4153,0.7544,0.6448,1.8167
train_6941,train,not_drowsy,0.2246,1.1421,0.5291,5.0838
train_8705,train,not_drowsy,0.3825,0.8667,0.571,2.2662
train_6889,train,not_drowsy,0.3501,0.7896,0.5399,2.2552
train_5221,train,not_drowsy,0.2866,0.9729,0.5003,3.3942
train_1811,train,not_drowsy,0.2768,1.0133,0.4911,3.6602
train_5180,train,not_drowsy,0.4014,0.6724,0.6064,1.675
train_2777,train,not_drowsy,0.3295,0.93,0.5644,2.8227
train_920,train,not_drowsy,0.3051,0.977,0.51,3.2027
train_3772,train,not_drowsy,0.2937,0.9989,0.4832,3.4011
train_2265,train,not_drowsy,0.2873,0.9673,0.4835,3.3669
train_9589,train,not_drowsy,0.2866,0.9691,0.4831,3.3812
train_740,train,not_drowsy,0.2812,0.9965,0.4757,3.5437
train_2957,train,not_drowsy,0.2961,1.0199,0.496,3.4445
train_6878,train,not_drowsy,0.2984,1.0244,0.4988,3.433
train_6734,train,not_drowsy,0.3135,0.9699,0.5149,3.094
train_2248,train,not_drowsy,0.2479,0.9762,0.458,3.9383
train_5445,train,not_drowsy,0.2463,0.975,0.4565,3.9591
train_9718,train,not_drowsy,0.1847,0.9726,0.4447,5.2667
train_368,train,not_drowsy,0.2415,1.0055,0.5217,4.1628
train_4429,train,not_drowsy,0.0594,0.805,0.3354,13.5468
train_8814,train,not_drowsy,0.306,0.9298,0.519,3.0385
train_3778,train,not_drowsy,0.0745,0.8067,0.3318,10.8302
train_4635,train,not_drowsy,0.3315,0.854,0.5383,2.5765
train_918,train,not_drowsy,0.3201,0.8826,0.55,2.757
train_2564,train,not_drowsy,0.1093,0.723,0.3218,6.6171
train_6198,train,not_drowsy,0.3335,0.8488,0.54,2.5451
train_5343,train,not_drowsy,0.093,0.8024,0.3296,8.6319
train_8544,train,not_drowsy,0.4069,1.0313,0.6297,2.5346
train_3779,train,not_drowsy,0.3932,1.0465,0.6058,2.6617
train_1008,train,not_drowsy,0.3938,1.051,0.6028,2.6686
train_6000,train,not_drowsy,0.3943,1.0557,0.603,2.6774
train_9047,train,not_drowsy,0.3282,1.2059,0.5268,3.6738
train_7174,train,not_drowsy,0.7719,1.2437,0.8534,1.6112
train_3631,train,not_drowsy,0.3086,0.6383,0.5211,2.068
train_7705,train,not_drowsy,0.3297,0.8583,0.5129,2.6036
train_2896,train,not_drowsy,0.2963,0.8717,0.4829,2.9415
train_3754,train,not_drowsy,0.303,1.1844,0.5166,3.9085
train_1837,train,not_drowsy,0.0646,0.7109,0.3047,11.0132
train_1244,train,not_drowsy,0.3264,0.9791,0.5601,2.9996
train_613,train,not_drowsy,0.3075,0.973,0.5638,3.1642
train_7287,train,not_drowsy,0.0568,0.6431,0.3112,11.3183
train_2662,train,not_drowsy,0.3426,0.756,0.6038,2.2069
train_8237,train,not_drowsy,0.0566,0.9073,0.3121,16.0403
train_8505,train,not_drowsy,0.4315,0.9242,0.5342,2.1418
train_4946,train,not_drowsy,0.346,0.7622,0.5894,2.203
train_8684,train,not_drowsy,0.4814,0.9474,0.5798,1.9679
train_6117,train,not_drowsy,0.0806,0.6748,0.3176,8.3739
train_2440,train,not_drowsy,0.3423,0.9673,0.532,2.8262
train_4755,train,not_drowsy,0.2802,1.1859,0.4803,4.2324
train_5106,train,not_drowsy,0.3278,1.2775,0.5382,3.8979
train_5309,train,not_drowsy,0.2498,0.8166,0.5256,3.2683
train_6643,train,not_drowsy,0.3238,1.2666,0.5312,3.912
train_9777,train,not_drowsy,0.364,1.1784,0.445,3.2373
train_5866,train,not_drowsy,0.419,1.16,0.4125,2.7685
train_1095,train,not_drowsy,0.6143,1.2224,0.5406,1.9899
train_7166,train,not_drowsy,0.4162,1.1478,0.4092,2.7577
train_6580,train,not_drowsy,0.3062,1.0248,0.4306,3.3466
train_3647,train,not_drowsy,0.214,0.8708,0.4307,4.0688
train_9432,train,not_drowsy,0.2805,0.774,0.4424,2.7594
train_9186,train,not_drowsy,0.2838,0.777,0.4454,2.7383
train_6688,train,not_drowsy,0.2838,0.7793,0.4449,2.7455
train_4891,train,not_drowsy,0.2927,0.6811,0.4567,2.3265
train_8853,train,not_drowsy,0.293,0.6718,0.4572,2.293
train_9174,train,not_drowsy,0.2867,0.7919,0.4778,2.762
train_1623,train,not_drowsy,0.2148,0.8516,0.3892,3.9646
train_8252,train,not_drowsy,0.2864,0.7976,0.4388,2.7848
train_9959,train,not_drowsy,0.3016,0.9011,0.4571,2.9882
train_2761,train,not_drowsy,0.299,0.9337,0.4563,3.1224
train_6132,train,not_drowsy,0.3037,0.7942,0.4509,2.6152
train_9494,train,not_drowsy,0.367,0.7314,0.5433,1.9931
train_8449,train,not_drowsy,0.3074,0.7934,0.4584,2.5814
train_2984,train,not_drowsy,0.3036,0.7932,0.4499,2.6125
train_9615,train,not_drowsy,0.4605,1.1374,0.6716,2.4698
train_905,train,not_drowsy,0.3283,0.8087,0.6199,2.4631
train_1278,train,not_drowsy,0.4764,1.0742,0.6483,2.2549
train_4684,train,not_drowsy,0.2761,0.8801,0.4542,3.1882
train_1915,train,not_drowsy,0.2753,0.8815,0.4538,3.2024
train_9397,train,not_drowsy,0.1543,0.755,0.3601,4.8918
train_9038,train,not_drowsy,0.1894,0.802,0.3685,4.2345
train_3932,train,not_drowsy,0.1535,0.7315,0.3608,4.7639
train_7059,train,not_drowsy,0.1867,0.8135,0.3755,4.3573
train_1685,train,not_drowsy,0.1304,0.7834,0.3464,6.0054
train_2223,train,not_drowsy,0.2179,0.8171,0.3989,3.7497
train_3794,train,not_drowsy,0.2168,0.817,0.3978,3.7683
train_1323,train,not_drowsy,0.2122,0.7342,0.399,3.4606
train_1228,train,not_drowsy,0.1873,0.887,0.3926,4.7359
train_3267,train,not_drowsy,0.1745,0.8964,0.3877,5.1379
train_1862,train,not_drowsy,0.4023,0.9978,0.5824,2.4799
train_2180,train,not_drowsy,0.4029,0.9831,0.5841,2.4398
train_3123,train,not_drowsy,0.1628,0.9318,0.3707,5.7238
train_3452,train,not_drowsy,0.4404,0.9169,0.6589,2.0817
train_4757,train,not_drowsy,0.2738,0.9066,0.4545,3.3107
train_4656,train,not_drowsy,0.3846,0.8993,0.557,2.3382
train_2577,train,not_drowsy,0.2714,0.6993,0.5177,2.5766
train_4656,train,not_drowsy,0.3846,0.8993,0.557,2.3382
train_3018,train,not_drowsy,0.3899,0.8971,0.5648,2.3005
train_328,train,not_drowsy,0.1174,0.9043,0.3406,7.7028
train_6507,train,not_drowsy,0.0938,0.9065,0.3538,9.6654
train_1170,train,not_drowsy,0.1096,1.0322,0.3779,9.4138
train_3396,train,not_drowsy,0.1074,1.0482,0.3708,9.7605
train_5369,train,not_drowsy,0.4031,0.9735,0.623,2.4151
train_590,train,not_drowsy,0.377,0.9772,0.6104,2.5922
train_3541,train,not_drowsy,0.1813,0.8481,0.3694,4.6788
train_987,train,not_drowsy,0.2095,0.727,0.3857,3.4705
train_2900,train,not_drowsy,0.1822,0.8495,0.3706,4.6637
train_6965,train,not_drowsy,0.3634,0.9674,0.5506,2.6626
train_8757,train,not_drowsy,0.116,0.819,0.3729,7.0572
train_8757,train,not_drowsy,0.116,0.819,0.3729,7.0572
train_7522,train,not_drowsy,0.1189,0.8149,0.3748,6.8518
train_2006,train,not_drowsy,0.202,0.8329,0.4176,4.1231
train_704,train,not_drowsy,0.183,0.8663,0.3904,4.7328
train_8027,train,not_drowsy,0.1497,0.8589,0.3647,5.7384
train_4666,train,not_drowsy,0.1472,0.8947,0.3607,6.0795
train_5384,train,not_drowsy,0.3119,1.0059,0.496,3.225
train_2555,train,not_drowsy,0.4444,0.9423,0.6686,2.1206
train_8306,train,not_drowsy,0.0938,0.8175,0.362,8.7156
train_2910,train,not_drowsy,0.4052,0.9893,0.5961,2.4412
train_2194,train,not_drowsy,0.4082,0.96,0.5963,2.3521
train_7288,train,not_drowsy,0.3788,1.0467,0.5371,2.7635
train_8696,train,not_drowsy,0.3605,1.0152,0.5229,2.8157
train_2069,train,not_drowsy,0.3943,0.8326,0.5952,2.1114
train_5630,train,not_drowsy,0.2463,0.9643,0.4514,3.9152
train_8035,train,not_drowsy,0.3613,0.8997,0.6201,2.4904
train_5840,train,not_drowsy,0.3658,0.9321,0.6233,2.5484
train_6064,train,not_drowsy,0.3646,0.9283,0.631,2.5462
train_1386,train,not_drowsy,0.3979,0.7015,0.5942,1.7632
train_9592,train,not_drowsy,0.3624,0.741,0.5825,2.0446
train_961,train,not_drowsy,0.3697,0.726,0.6083,1.9638
train_9643,train,not_drowsy,0.3528,0.7377,0.5857,2.0913
train_677,train,not_drowsy,0.376,1.1714,0.5289,3.1158
train_371,train,not_drowsy,0.4183,0.702,0.6295,1.6782
train_9952,train,not_drowsy,0.3273,0.6697,0.5113,2.0463
train_371,train,not_drowsy,0.4183,0.702,0.6295,1.6782
train_1698,train,not_drowsy,0.4115,1.295,0.544,3.1469
train_2254,train,not_drowsy,0.3997,1.3101,0.5506,3.2775
train_2683,train,not_drowsy,0.4025,0.8519,0.5983,2.1165
train_9887,train,not_drowsy,0.3855,0.9043,0.5716,2.3459
train_8528,train,not_drowsy,0.386,0.9132,0.5682,2.366
train_7196,train,not_drowsy,0.3569,0.8469,0.5664,2.3731
train_4299,train,not_drowsy,0.2458,0.9165,0.4803,3.729
